601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
602110002700030022100221  20010990000000720582210029 06018000000152575227.17161974.0211026826
601960000300070005400054  20011200000002240568000029 06013000000000576044.54167813.4911026826
601860059200000001600056  20011130000002310562210029 06042000000285578084.84169356.9311026826
601860059200000001600056  20011130000000110562210029 06042000000130578089.07169337.8511026826
601860059200000001600056  20011130000018940568000029 06042000000000578124.19169407.6811026826
601860059200000001600056  20011130000022190568000029 06042000000000578124.19169407.6811026826
602080072000060008300083  20011150000004280428000029 06042000000000571303.85163238.5611026826
601930000500000011300113  20011130000001540192210029 06008000000001568216.20169535.3911026826
601930000500000011300113  20011130000001010192210029 06008000000003568216.35169501.4111026826
602090036500000013700137  20011140000000760482210029 06021000000127573513.59162635.6011026826
6019300930001000152000000020152050000012850468000029 PR-05729000000570790.93168839.4411026826
602090036500000013700137  20011140000008540488000029 06021000000000573513.59162635.6011026826
602090036500000013700137  20011140000000950482210029 06021000000126573528.35162647.9411026826
602090036500000013700137  20011140000005700488000029 06021000000000573513.59162635.6011026826
601840022600210098600986  20092990000000470638000029 PR-06177000000576075.71171385.5911026826
602080054200040004200042  20093060000008350468000029 06115000000000570152.38163088.1511026826
602060041500000010900109  20011430000064050398000029 06042000000000574078.01165673.5911026826
6020800664000100030000000020150890000016740498000029 06172000000000570608.35162625.2311026826
6020800670000200032000000020150890000001320468000029 06172000100000570597.55162586.6211026826
6020800678000200050000000020150890000001760468000029 06172000100000570573.85162559.4011026826
6020801297000200297000000020150890000004060248000029 06172000100000570600.50162583.1811026826
6020801297000500297000000020150890000012450268000029 06172000100000570678.84162682.7211026826
6018700481000300075000000020152390000063660568000029 PR-05694000000575669.11168597.0211026826
6018400976001500574000000020152370000004420638000029 PR-06557000000576017.15170690.7711026826
6020900159000070004000000020152450000025770398000029 PR-05166000000572249.59161882.5111026826
601880108700040009900450  20011560000007440668000029 06037000000000573168.84168886.2111026826
6020800114000000126000000020152880000000830472210029 06174000000313569722.17164823.7611026826
601880001700030047000470  20002360000054380568000029 PR-05169000000575706.00170442.5511026826
601880001400010019500195  20002360000006230538000029 PR-05169000000575771.15170519.2711026826
601880001400010019500195  20002360000000840538000029 PR-05169000000575771.15170519.2711026826
602080120500010029700297  19993410000002540428000029 PR-05128000000571772.70163720.2211026826
601870100400010008100081  20100320000001850622210029 06146000000539576244.40168750.8211026826
602070093000000020400204  20002580000044430308000029 PR-05039000000571431.28166212.8311026826
6019300972000000134000000020152610000000750202210029 06201000000271571517.18168671.0811026826
601870027600120050400504  20100320000020450548000029 06146000000000576035.45169649.4811026826
601870069000000055700557  19971920000041040318000029 PR-05153000000575380.01168765.8911026826
6019300972000000134000000020152610000002150202210029 06201000000249571481.35168682.6111026826
601840037200050070900989  20093420000000080608000029 PR-06191000000575746.59171452.1711026826
601870032700130032000320  20100320000005000548000029 06146000000000576075.96169519.9711026826
602110031000000026300263  20093570000018570398000029 06040000000000573838.16161412.1011026826
601870060900020001200309  19983100000001580078000029 PR-05157000000574573.59168469.5111026826
602080043000030044700447  20000880000014930498000029 PR-05132000000569990.74164197.6011026826
601970045400010000900298  19983110000009100228000029 PR-05099000000576422.74166876.2811026826
602050072600000022900229  19992790000000040568000029 PR-05094000000575806.14163581.9411026826
601930175600010015400154  20011930000000260468000029 06057000000000570130.27167873.6111026826
601880040000000010400104  20011780000002130488000029 06038000000000574606.32170058.5611026826
601880040000000010400104  20011780000004750482210029 06038000000212574633.43170035.8811026826
601890059500000037300373  20011660000013740468000029 06033000000000573547.03171780.3311026826
601920019800010022500225  20011730000025220388000029 06019000000000571531.58169953.0011026826
601860057000000019300193  20011840000024100468000029 PR-05094000000578084.08169555.6011026826
601880068300000047700477  20011940000015840628000029 06043000000000573072.40169657.8611026826
601880068300000047700477  20011940000001200622210029 06043000000048573115.48169618.6211026826
602080013100000014000274  20012540000059220528000029 PR-05136000000570051.78165123.6411026826
601920001500010023200232  20002920000001320182210029 PR-05071000007569063.96169608.2311026826
601870095800000000500014  20023020000003870568000029 PR-05214000000575413.41168574.0711026826
601840019800000005500656  19992630000034770638000029 PR-05580000000576317.28171302.4211026826
602080001800000014000274  20012540000029420468000029 PR-05136000000569573.55165123.4011026826
602080012500000014000274  20012540000001110498000029 PR-05136000000570131.04165306.2211026826
602080012600030014000274  20012540000013960598000029 PR-05136000000570095.55165279.6511026826
602060073200020002900029  20023030000001370192210029 PR-05191000123573790.70165756.4911026826
601890065800000023300233  20012320000001770192210029 06035000000015573205.22171802.2011026826
602100025900070013500135  19991810000003300388000029 PR-05059000000574032.72162233.9011026826
601950029200030025000250  20000110000083620498000029 PR-05099000000573901.20167041.7711026826
601880039900020010400104  20011780000008250198000029 06038000000000574507.57170148.5111026826
601840069600030080800808  20000490000025490608000029 PR-05498000000575924.53170911.2611026826
601920034800000021200212  20023230000001200392210029 06027000000165571711.46169175.7211026826
601920034800000021200212  20023230000004640398000029 06027000000000571711.46169175.7211026826
601940012700000009800177  20020250000077980388000029 PR-05076000000572925.26167269.3711026826
6018600491001200266000000020130460000000120738000029 06124000100000576644.80170070.6811026826
6018600491001400266000000020130460000000790758000029 06124000100000576784.94169992.9611026826
602110074400000003700258  20023020000037970638000029 PR-05107000000575581.94161933.5011026826
6021100350000300249000000020130460000034730568000029 06051000000000574161.36161490.0811026826
6019301064000770019000000020171450000001710482200029 06216000100697571692.83168275.2211026826
6018900143000270054000000020171150000006530208000029 PR-05427000000573430.47171286.9711026826
6020500606000170028000000020152970000000050488000029 PR-05364000000575279.41164256.6211026826
6019301504000000064000000020150890000090830568000029 PR-05730000000570658.03168637.8011026826
6021100173000170019000000020152740000000360528000029 PR-05326000000574006.36161999.0311026826
6021100173000170019000000020152740000001800528000029 PR-05326000000574006.36161999.0311026826
6018400135000300760000000020170790000000140632210029 06459000000661575824.07171840.7111026826
6018400135000300760000000020170790000001810638000029 06459000000000575828.45171838.6511026826
6019301177000500127000000020170660000001060568000029 PR-05764100000572294.95167654.4811026826
6019301179000200127000000020170660000002270568000029 PR-05764100000572293.62167633.1611026826
6019700517000000288000000020160420000001330638000029 06087000000000575818.73166525.0211026826
6019700517000000288000000020160420000026300638000029 06087000000000575802.07166485.6011026826
6018600035000200037000000020130280000005040398000029 PR-05427000000578674.51169082.2811026826
6018600047000200037000000020130280000007590388000029 PR-05427000000578641.65169147.2811026826
6018600147000000037000000020130280000001470678000029 PR-05427000000578401.64168798.9911026826
6018600189000200037000000020130280000026350638000029 PR-05427000000577913.62168920.7611026826
6018600288000000037000000020130280000051720568000029 PR-05427000000577550.36168737.2511026826
6019300850001170021000000020130300000006200472200029 PR-05675100239571415.58168249.4111026826
601840003100000005500428  19992630000031610558000029 PR-05405000000575303.89171991.5111026826
601840003800000005500428  19992630000000860608000029 PR-05405000000575078.02171889.7111026826
601840081200070005500443  19992630000009600648000029 PR-05405000000576458.71171247.6311026826
601840081200070005500443  19992630000029390648000029 PR-05405000000576458.71171247.6311026826
601940014700020015100151  20023240000000320078000029 PR-05079000000572872.32166893.1411026826
6020900411000000044000000020170870000039320598000029 06048000000000573139.83162242.6811026826
601840063400000005500444  19992630000001570608000029 PR-05405000000575755.25171120.3911026826
601840080600000005500443  19992630000000550632210029 PR-05405001163576406.01171278.0511026826
601840081100000005500443  19992630000144030308000029 PR-05405000000576476.27171083.2511026826
601840081200030005500443  19992630000016500638000029 PR-05405000000576409.45171235.2811026826
601840081200030005500443  19992630000001820638000029 PR-05405000000576409.45171235.2811026826
6020500387000400185000000020170690000014490598000029 PR-05392000000575789.98165447.1011026826
6020500387000600185000000020170690000001760578000029 PR-05392000000575806.71165463.0311026826
6020800116000500136000000020171600000002200568000029 06183000000000569841.81164934.4811026826
6018600565000300141000000020171630000002470662200029 06158000000177577875.49169387.0111026826
6019400487000300235000000020171280000022430228000029 06066000000000572828.35166141.6911026826
6019400306000100036000000020171280000020750398000029 06066000000000572898.71165924.3111026826
602060032300000010700107  19981660000110240388000029 PR-05194000000574901.49165284.7311026826
602060080700000010700107  19981660000128750328000029 PR-05194000000574507.33166149.3511026826
6020700878000070013000000020171150000019700568000029 PR-05220000000572246.92165459.9111026826
6020700880000070013000000020171150000027580568000029 PR-05220000000572305.69165468.1511026826
6020700109000100201000000020172190000092620328000029 06051000000000572416.28164322.7711026826
6020700109000200201000000020172190000000640328000029 06051000000000572364.08164306.1211026826
601930145600050006700615  19942440000006040568000029 00000000000000570938.07167784.6811026826
6019700605000500308000000020130140000000460578000029 PR-05272100000575773.47165893.8911026826
6018400582002300055000000020130950000002960568000029 06363000000000575454.34171351.2711026826
601930131700000055000550  19937420000092790498000029 00000000000000572009.24167474.7711026826
601930145600030050300612  19942440000123220568000029 00000000000000570993.98167525.3511026826
6018900240000500410000000020183620000010090638000029 06174000000000574294.64170880.0211026826
6021100735000100075000000020183630000213970638000029 06074000000000575748.02162150.0211026826
6020800763000170064000000020183240000000870192210029 PR-05653000451571096.53163239.1211026826
602060103900060034900349  20001510000018970408000029 PR-05129000000573939.19166559.9311026826
6021100822000050046ZV07   20001510000255240198000029 PR-05078000000576142.37161415.6511026826
602050051100030001500015  20030410000009510208000029 06033000000000575577.81164846.4111026826
601930173600000064300643  20001750000009750468000029 06047000000000570179.37167955.3911026826
601930173600000064300643  20001750000005800468000029 06047000000000570179.37167955.3911026826
601870032100080055200552  20030370000001630508000029 PR-05219000000575859.85169495.0011026826
6020801117001500297000000020130300000001730228000029 PR-05490100000571792.10164220.2311026826
6020800836000300062000000020171870000000400592200029 06187000000602570518.48163654.8711026826
6020800836000300062000000020171870000006770598000029 06187000000000570516.06163668.4911026826
601930151000000011600453  19960110000030160638000029 00000000000000570863.31168740.2511026826
601930152900000036900369  19927200000090590678000029 00000000000000570635.72169087.0111026826
601930153000000037000370  19927200000072290568000029 00000000000000570561.03169094.4611026826
6020900011000100003000000020183610000000180228000029 PR-05188000000572436.10161813.5711026826
6020900124000000003000000020183610000032270098000029 PR-05188000000572917.69161768.4111026826
6020900126000000003000000020183610000064000568000029 PR-05188000000572985.01161782.1011026826
6020900130000200003000000020183610000126780568000029 PR-05188000000573098.85161817.0711026826
6020900131000000003000000020183610000038400398000029 PR-05188000000573197.53161780.3811026826
6020900132000000003000000020183610000057800398000029 PR-05188000000573240.41161718.4611026826
6020900201000200003000000020183610000019700468000029 PR-05188000000571628.06162325.8011026826
6020900214000200003000000020183610000001980598000029 PR-05188000000571852.99162298.8111026826
6020900220000100003000000020183610000014310598000029 PR-05188000000571755.58162387.3811026826
6021100253000070027000000020190290000012040468000029 PR-05366000000573501.14161519.8511026826
6020600380000100382000000020160140000000320492200029 06136000000349574429.11165796.6011026826
602080087500020007100096  20001850000000260468000029 06035000000000570562.21164162.6311026826
601930158500000007100071  19927200000072180568000029 00000000000000569423.41169464.2011026826
601840078600070005500496  20030060000000360638000029 06112000100000576019.16171313.6311026826
601930159900000010700107  19927170000223410568000029 00000000000000569488.18169284.1411026826
601930160100000010700107  19927170000300720268000029 00000000000000569790.38169203.6711026826
601930160500000001900038  19927170000130620268000029 00000000000000569802.81169061.2611026826
601930161300000010700148  19927200000015740568000029 00000000000000569586.69169153.6411026826
601930161900000010700148  19927200000348180568000029 00000000000000569302.42169109.6611026826
601930163400000005100051  19927170000027720328000029 00000000000000568929.94169175.6311026826
601950048700090026300263  20021850000003050408000029 PR-05114000000575197.62168045.0311026826
601930164400000004700047  19990060000074020498000029 00000000000000568790.41169119.3911026826
601930162500000027500275  19927200000214960498000029 00000000000000569252.09169383.6811026826
601930169600000005600056  19927170000009790328000029 00000000000000568856.29168854.0711026826
601930165600000004900049  19927170000071930328000029 00000000000000568586.79169174.2111026826
601930165800000004900049  19927170000023990528000029 00000000000000568457.25168935.9411026826
601930171800000009800126  19927170000023640328000029 00000000000000569982.59168625.2411026826
601930174500000013300133  19927200000039230468000029 00000000000000570507.85167992.9011026826
601930175700030015400154  19927170000001970518000029 00000000000000570154.57167825.3511026826
6018401027000170054000000020130660000001490602200029 PR-06419100252575939.43170741.9711026826
6020600587000400402000000020130570000002880418000029 06114000100000574035.03165286.6711026826
602080118600010000900360  20001850000021190468000029 06021000000000571588.78163870.2611026826
602080118600030000900360  20001850000002910468000029 06021000000000571657.47163876.1011026826
6020801213002100297000000020130420000001300428000029 06151000100000571684.39163561.9911026826
601840030900010074100819  20021830000001390632210029 PR-05555000642575833.94171773.7811026826
601840030900010074100819  20021830000004180638000029 PR-05555000000575832.87171773.9411026826
601900053600030025500255  20003140000006980538000029 06013000000000573220.65170945.4511026826
6018600434000500017000000020190190000003640518000029 06170000000000577032.21169393.2211026826
6020601155000000454000000020162470000001050382200029 06138000000417574425.66167333.0511026826
601840021900020005500498  20030590000000380678000029 06126000100000576006.14171472.5411026826
601840021900060005500498  20030590000000400638000029 06126000100000576060.00171434.8311026826
6018600494001000074000000020130980000001230652210029 06125000000106576693.24170218.4811026826
6018600494000100034000000020130980000000270228000029 06125000100000576632.68170281.2511026826
602090037600020013500135  20002960000034200388000029 06019000000000573887.24162305.5811026826
6018400369001370116000000020171800000004020642200029 PR-06650100809575864.26171451.1111026826
601940022400000019000190  20022310000001580398000029 06016000100000573333.97166910.3911026826
601900059400000020200290  20021480000297030388000029 PR-05083000000571716.40170729.4111026826
602080070200030052900551  20013130000090880328000029 PR-05170000000571454.64162838.3711026826
602030023900030001500015  20000350000004100198000029 PR-05097000000576427.02164239.7611026826
6018600543000070027000000020171600000008970428000029 PR-05504000000577812.62169645.5211026826
6018600543000070027000000020171600000007510428000029 PR-05504000000577812.62169645.5211026826
6020800045000500570000000020171710000014720578000029 PR-05619000000569651.87165398.1111026826
6020800045000500570000000020171710000027470578000029 PR-05619000000569651.87165398.1111026826
6018400369001470117000000020171990000003150658000029 PR-06654100000575880.39171467.0911026826
6020300434000500271000000020130520000004750468000029 PR-05257000000577317.44163044.4511026826
6020300437000300271000000020130520000004830398000029 PR-05257000000577325.50163008.6111026826
6020300546000270009000000020130520000004320398000029 PR-05257000000577831.32163339.1111026826
6019700368002300308000000020130930000001310628000029 06067000100000576468.77166875.6111026826
6019700368002400308000000020130930000001020628000029 06067000100000576470.39166887.3211026826
601900042100050023700237  20001890000027670508000029 06011000000000571733.25169487.0311026826
601970026700020005100051  20001890000072630568000029 06017000000000576878.28167407.6911026826
601970028900010005100051  20001890000015060678000029 06017000000000576893.03167222.2911026826
601960032000040006100068  20000170000008930468000029 PR-05061000000575082.61166600.4811026826
601840033300000011900120  20022470000004470578000029 PR-05568000000575624.36171702.4911026826
601840033200000011900120  20022470000007160598000029 PR-05568000000575623.81171726.5411026826
601840039000020011900120  20022470000001880528000029 PR-05568000000575559.02171592.8111026826
601890051200000021400214  20022250000025000848000029 06027000000000574479.56171711.1511026826
601890051400010021400214  20022250000007580608000029 06027000000000574468.47171776.2211026826
6018800969000200146000000020190420000000030528000029 PR-05630000000572655.69168847.1311026826
601900020500050000200002  20022320000025250758000029 06021000000000572718.92170627.1711026826
6018600952000000019000000020162230000184600158000029 PR-05490000000576822.29170772.2711026826
6018600955000000019000000020162230000050000318000029 PR-05490000000576917.16170676.2311026826
601840035300010037700377  20002000000010480678000029 06077000000000575735.70171623.3511026826
601880057900030003100031  20010810000001040182210029 PR-05195000144573459.51169886.3711026826
6018900308001000003000000020130490000029930598000029 06107000000000575148.08171088.2711026826
6018400366000670053000000020130430000017890642200029 PR-06417100570575786.19171523.1411026826
6020800923001000297000000020130170000000870478000029 PR-05492100000571106.27163912.7611026826
601930084200150017000170  20030130000007980528000029 PR-05285000000571471.34168265.6311026826
601920009200040015700157  20002160000000330308000029 06015000000000570518.13169603.2611026826
601880003200010000100141  20020780000082240568000029 PR-05201000000575550.43170462.1911026826
601880003200160000100141  20020780000011420568000029 PR-05201000000575612.58170389.9111026826
6020500329000100124000000020162460000052900448000029 PR-05378000000575935.42164391.6511026826
6019300339001200746000000020130720000001100552200029 06177000100686568455.95167292.4011026826
601930085500080017100171  20001160000000140198000029 PR-05217000000571340.83168372.3511026826
601950003500040023800238  20002200000006570598000029 06022000000000573486.83168195.2711026826
601950003500040023800238  20002200000001010592210029 06022000000007573491.76168226.5211026826
601940015200000001100068  20000910000041500368000029 PR-05058000000573035.48166813.6211026826
602030021300010023400234  20022550000028270678000029 06019000000000576325.88163158.9711026826
602100002700290001500090  20002440000003090568000029 06001000000000573092.86163517.7911026826
601880037600000019200192  20002380000000840398000029 06027000000000574282.69170042.5611026826
601880037600000019200192  20002380000014300398000029 06027000000000574282.69170042.5611026826
601840021800010005500639  20003480000001430278000029 06082000000000576090.61171445.7711026826
6020300462000200330000000020131290000001190222200029 06055000000168577390.58163025.3611026826
6019300352000200075000000020131290000001300462200029 06180000000178568838.18167634.7111026826
6018700081000600617000000020132520000004660528000029 06198000100000576249.07169886.0311026826
6020600802001500371000000020132060000004090588000029 06120000100000574704.77166044.8511026826
6020600802000900371000000020132060000004000668000029 06120000100000574673.59166049.3811026826
6020600802001100371000000020132060000004060668000029 06120000100000574690.55166071.4311026826
6020600802001300371000000020132060000004100668000029 06120000100000574685.70166019.0111026826
6018401138000100742000000020132520000001800652200029 06379000000799575965.23170072.6311026826
6018401188000070061000000020131910000001060632210029 PR-06440001055576382.15170396.0011026826
6018401188000070061000000020131910000002200632210029 PR-06440001066576370.54170374.5311026826
6018401171000070062000000020131910000010370688000029 PR-06441000000576379.99170108.0011026826
601840121700020082000820  20010810000002980638000029 PR-05565000000575899.54171325.8311026826
601840121700020082000820  20010810000002420638000029 PR-05565000000575899.54171325.8311026826
601840121700050082000820  20010810000001630638000029 PR-05565000000575896.09171354.4311026826
601840121700080082000820  20010810000000120638000029 PR-05565000000575997.39171106.9211026826
601840121700100082000820  20010810000004120638000029 PR-05565000000575969.35171629.1311026826
601840121700110082000820  20010810000024700568000029 PR-05565000000575991.97171625.1811026826
6018400175000370152000000020192260000012740638000029 PR-06802000000576282.83171506.0711026826
6018400088000100048000000020191030000004230528000029 06517000000000575498.84171893.9711026826
6018400067000100055000000020191030000007190528000029 06517000000000575490.06171890.6811026826
6018400067000300055000000020191030000000140528000029 06517000000000575479.95171907.9111026826
6018400083000700746000000020191030000000370528000029 06517000100000575503.73171901.2711026826
6018600231000000029000000020190910000030360638000029 PR-05534000000577966.20168642.9111026826
6018800950001400146000000020190770000000080528000029 PR-05635000000572575.61168583.5011026826
6020700461000100064000000020132660000027900398000029 06038000000000571345.51165645.5211026826
6020700462000000064000000020132660000000120398000029 06038000000000571372.01165615.2111026826
602030061800000029900299  20022730000003900168000029 PR-05095000000576427.39163034.5511026826
6019600352000470005000000020131770000028580328000029 PR-05175100000575372.57166799.9011026826
6019200160000070012000000020162370000016580388000029 PR-05238000000571242.82169880.0811026826
6020700895000100025000000020193390000001180512210029 06069000000135572123.41165716.4811026826
6020700898000200025000000020193390000000820518000029 06069000000000572122.54165631.4911026826
6020601002000100026000000020193390000061870538000029 06168000000000573687.66166407.5111026826
6018400078000000107000000020193400000001760518000029 06535000000000575473.02171963.9811026826
6018400081000000107000000020193400000000010592200029 06535000001448575444.68171928.8011026826
6018400074000100165000000020193400000001580518000029 06535000000000575467.64171979.7611026826
602070047800000018000180  20001450000014460398000029 PR-05041000000571225.95165787.2411026826
602070048500020018000180  20001450000001010522210029 PR-05041000038571279.83165737.8811026826
6018800340000270056000000020191850000049610558000029 PR-05641000000574255.82170167.8511026826
601950045000020020000200  20010380000001350532210029 06023000000234574786.27167802.5511026826
6018400380000570059000000020131980000002130608000029 PR-06439000000575675.71171528.7511026826
6018400516000000282000000020171650000001290562200029 06461000001427575086.11171552.2711026826
6019500549000100170000000020171650000000670492200029 06092000000272574457.84168180.0911026826
601930056300000025000288  20030790000013600498000029 06070000000000569413.92167230.7211026826
601840022700090005500055  20030790000014330638000029 06113000000000576123.17171408.1411026826
6020800055000270033000000020132120000000380522210029 PR-05510100283569771.56165397.9111026826
6020800055000270033000000020132120000000680522210029 PR-05510100284569789.31165395.4211026826
6020700386000200126000000020191260000013270468000029 PR-05229000000571455.17165602.5211026826
6020800042000370031000000020131540000004850498000029 PR-05505000000569589.56165372.6011026826
6018800093000500126000000020131360000018070518000029 06163000000000575181.60170654.0811026826
6018800186001400208000000020131360000007130558000029 06163000000000574236.01170500.7111026826
6018600625001000049000000020193510000001100662210029 06178000000167578047.47169312.3611026826
602030028900030000300003  20002620000025620538000029 06015000000000576695.49163115.8211026826
602030028900030000300003  20002620000004260538000029 06015000000000576695.49163115.8211026826
6018900670000400239000000020171940000008630498000029 PR-05431000000573058.63171686.8011026826
6020500335001700057000000020162860000011980398000029 06073000000000575938.13164718.7611026826
6020500335001800057000000020162860000001040392210029 06073000000125575843.38164643.1211026826
601840043900100005500498  20090080000004670568000029 06261000000000575253.79171884.0811026826
6018600927003170027000000020172130000008020468000029 PR-05509000000577642.83169715.2611026826
6019300323000100139000000020171800000023950398000029 PR-05771000000568814.85167737.8511026826
6019400300001400235000000020171940000001190478000029 PR-05248000000572865.05166030.2611026826
6019400300001500235000000020171940000000060468000029 PR-05248000000572879.12165988.0811026826
602080071000000054300543  19980580000069700328000029 PR-05160000000571533.57163113.3111026826
601880003200220014600422  20022100000000290568000029 PR-05196000000575713.54170186.0111026826
601880004100030014600422  20022100000000220568000029 PR-05196000000575715.06170184.8211026826
601840064100020082100821  20022550000005490608000029 PR-05574000000575589.43170998.2411026826
6019600133000000003000000020193580000001330708000029 PR-05229000000575470.83168059.1311026826
6019301011000070040000000020162440000000550202210029 PR-05749000542571773.04168984.4511026826
6019300606000270041000000020162320000006560498000029 PR-05752000000569970.00167061.5711026826
601890025100090019500413  20081420000001780598000029 PR-05274100000574510.90170819.7511026826
601920028600030009900099  20081620000004460478000029 06043000100000571571.19169527.8811026826
601870048400180006900642  20081680000001380578000029 PR-05453100000575771.40168408.9511026826
601870049900020006900642  20081680000000740578000029 PR-05453000000575762.75168553.9011026826
601840093500270032200952  20082750000001860638000029 PR-06103100000576051.63170576.7111026826
601880043100000024900249  20081960000159080468000029 06111000100000574752.51170245.1511026826
602070076200000002700027  20023080000061390468000029 06013000000000572000.65165573.8911026826
602070076100000019400194  20023080000002090398000029 06013000000000572003.97165650.7511026826
602080032800010053500535  20023120000002690468000029 06048000000000570234.01164478.2011026826
601870048300050006900642  20081370000003560568000029 PR-05452000000575960.96168420.7711026826
6019301146000200546000000020191630000003660178000029 06253000000000572223.80167797.4811026826
602080103500130002600026  20083080000000930468000029 06101000100000571341.26164841.1611026826
602080093600040004400044  20083080000228550758000029 06101000000000571151.60164865.4811026826
601880025100040008300302  20080940000001050552210029 06107000100092573567.21170406.2711026826
6018600210000100058000000020132120000010710638000029 PR-05439000000578202.78168719.6211026826
602030034100020004900049  20010540000001060208000029 PR-05074000000577367.88164288.6911026826
601870008100110010600653  20090840000001000528000029 PR-05474100000576249.26169908.8811026826
601840113700260095600956  20083320000007470638000029 PR-06112100000575782.87170117.0911026826
6019400470000400012000000020193620000001230548000029 06083000000000572419.98166679.9811026826
6019400470000500012000000020193620000028350558000029 06083000000000572389.76166654.7811026826
6019400470000500012000000020193620000000410552210029 06083000000054572337.26166650.9811026826
6019400476000600012000000020193620000000220558000029 06083000100000572392.81166682.6411026826
6019400469000300043000000020193620000000020558000029 06083000100000572438.91166613.0411026826
602030065300010033200332  20083150000001320562210029 PR-05194100115576708.51163089.5111026826
602030065300010033200332  20083150000020100568000029 PR-05194100000576708.50163089.4911026826
6019300016000200127000000020132070000001990568000029 PR-05686100000568361.48169594.6411026826
6018900548000100157000000020183270000008050758000029 PR-05456000000574171.15171732.8411026826
601860020100010001700031  20010720000030140638000029 06030000000000578131.62168839.0811026826
601930168800000014400231  20010160000084920568000029 PR-05223000000568621.42168637.5211026826
601860016700020002100021  20010720000034530638000029 06030000000000578251.49168985.9811026826
601860062500030020700207  20010720000007210698000029 06030000000000577965.66169213.3911026826
6019400265000200012000000020162800000004890398000029 PR-05240000000572977.12166264.1311026826
6019500440001270035000000020170100000001050562200029 06089000100274574717.45167701.0311026826
601860048000050001900203  20090470000005210678000029 06095000000000576960.24169914.2911026826
601930057900000008800088  20010660000093390498000029 06056000000000569414.01167373.0211026826
6018700321001300122000000020191140000001850508000029 PR-05814100000575837.09169495.8911026826
601860046700070026400264  20090470000002200668000029 06095000000000577171.23169792.3111026826
602060129000000032700327  20010800000001000512210029 06040000000077573804.19164947.2611026826
601870008600100025100251  20073400000000580522210029 06124000000612576273.81169917.0911026826
602110007400030023800238  20010990000008840198000029 06018000000000575049.88162127.1711026826
602110041700050015300153  20010990000001740598000029 06018000000000575147.39161790.6311026826
602110041700040023600236  20010990000007820598000029 06018000000000575145.72161809.2911026826
602110004000040023900239  20010990000000740182210029 06018000000113575163.15162179.2811026826
602110000300020018300183  20010990000005970478000029 06018000000000575204.05162257.2611026826
602110039000010006300264  20010990000082390328000029 06018000000000575035.93161326.3411026826
602110001100000001000010  20010990000022100328000029 06018000000000575331.27162147.7511026826
601970035900050030800319  20083180000012640708000029 PR-05206100000576872.06167019.0411026826
6018400065000270112000000020163290000007260548000029 PR-06619000000575368.49171864.8311026826
602060054100000050600506  20082330000021040468000029 PR-05369000000574429.64165285.1311026826
6018800573000100458000000020200420000001650592210029 06230000000115573395.84169910.5611026826
6019000511001600128000000020150920000067520388000029 06069000000000572959.08170489.4611026826
6019000505000800158000000020150920000000220388000029 06069000100000572953.86170447.5911026826
6019000569000100260000000020150920000016710228000029 06069000000000573093.58170568.6511026826
602050087500010034100341  20083080000056030568000029 PR-05241000000575549.15163516.3311026826
6018401164000970086000000020150470000008400708000029 PR-06531100000576204.97170167.9911026826
6020800867000400297000000020150610000004370458000029 PR-05566100000570607.54164023.0411026826
6018800510000970050000000020172220000002120578000029 PR-05593100000573763.59169839.3311026826
6018700294000500069000000020162920000004000698000029 PR-05731000000575990.80169887.8511026826
601970057500010031700317  20081480000014530698000029 PR-05195000000576252.87166056.7811026826
601840078200020005500190  20082810000004880638000029 06252000100000575955.83171249.9711026826
602050071900130022900338  20082530000008590228000029 06048000100000575940.49163757.4711026826
602050022700050004300043  20082530000006540328000029 06048000000000575977.85163908.1711026826
602060051800130011500115  20080640000005620468000029 06080000000000574673.22164958.2311026826
602060025600050033800340  20080640000000030538000029 06080000100000574688.89164691.7811026826
6018400246000770155000000020192960000002850638000029 PR-06816000000575961.29171665.7111026826
601840090000010016700167  20090300000001700638000029 06258000000000576127.08170728.4111026826
602050022600030008900089  20082530000001270328000029 06048000000000575947.03163896.9111026826
602050022400030013600168  20082530000024940328000029 06048000000000575982.41163866.1511026826
6019500180000400033000000020150850000000730528000029 PR-05302100000574090.59167803.7011026826
6018400191000500055000000020150490000000530638000029 PR-06538100000576255.30171498.8311026826
6018600465000500087000000020151090000000540662210029 PR-05465000045577178.25169632.5111026826
6019301778000070045000000020170330000007060518000029 PR-05761000000570319.71168292.3811026826
602060118700010045000497  20080640000028570228000029 06080000000000575031.08164908.1311026826
6018700672000500069000000020150900000002430598000029 PR-05686100000574990.85168737.3111026826
601840076000000005500690  20082100000002360638000029 PR-06091000000576087.80170889.3511026826
601840119300000005500690  20082100000005240648000029 PR-06091000000576368.58170427.8611026826
601880045700020037600578  20081620000007750468000029 PR-05351000000574403.28169775.5911026826
601840031900000095300953  20082800000001610672210029 PR-06107100546575738.48171747.4211026826
6020700579000000059000000020191200000005140408000029 06061000000000571322.15165932.5711026826
601860052600030026200262  20081500000000570628000029 06096000000000577256.11169834.5311026826
6018700081000400586000000020191270000013390468000029 06274000000000576208.68169851.8411026826
601880005800280058200593  20090830000003130568000029 PR-05377100000575401.06170279.0211026826
602050045800000011600308  20090890000034620408000029 PR-05242000000575271.87165040.9211026826
602050045900000011600308  20090890000024160408000029 PR-05242000000575311.26165035.5811026826
