FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C;IDAGLO_KAN;IMEAGLO_KA;IDAGLO_VOD;IMEAGLO_VO
2308;HS;11628966;2; ;2;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571281;165454;0; ;0; 
2309;HS;11628974;3;A;3A;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571809;165581;0; ;0; 
2310;HS;11629008;4; ;4;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571673;165477;0; ;0; 
2311;HS;11629059;9; ;9;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571669;165222;0; ;0; 
2312;HS;11629067;10; ;10;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571645;165256;0; ;0; 
2313;HS;11604579;42; ;42;16275832;10092973;11026826;21432237;10255279;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574255;161784;0; ;0; 
2314;HS;11605087;1; ;1;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573898;166617;0; ;0; 
2315;HS;11605095;2;A;2A;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573807;166537;0; ;0; 
2316;HS;11605117;3; ;3;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573778;166490;0; ;0; 
2317;HS;11605125;4; ;4;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573760;166482;0; ;0; 
2318;HS;11605141;6; ;6;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573946;166471;0; ;0; 
2319;HS;11605168;9; ;9;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573755;166346;0; ;0; 
2320;HS;11605192;11; ;11;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573644;166681;0; ;0; 
2321;HS;11605222;13; ;13;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572989;165928;0; ;0; 
2322;HS;11605214;13;A;13A;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572956;165931;0; ;0; 
2323;HS;11605257;15; ;15;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572892;165863;0; ;0; 
2324;HS;11605290;18; ;18;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572494;165961;0; ;0; 
2325;HS;11614043;1; ;1;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576615;162736;0; ;3062;Očeslavci
2326;HS;11614051;2; ;2;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576624;162680;0; ;0; 
2327;HS;11614060;3; ;3;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576711;162630;0; ;3062;Očeslavci
2328;HS;11614086;4; ;4;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576756;162705;0; ;0; 
2329;HS;11635466;48;B;48B;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572392;168236;0; ;0; 
2330;HS;11635474;48;C;48C;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572450;168276;0; ;0; 
2331;HS;11635504;49; ;49;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572396;168469;0; ;0; 
2332;HS;11635539;51; ;51;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572852;167688;0; ;0; 
2333;HS;11635547;52; ;52;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572774;167595;0; ;0; 
2334;HS;11635555;53; ;53;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572641;167391;0; ;0; 
2335;HS;11635571;55; ;55;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572561;167302;0; ;0; 
2336;HS;11635580;56; ;56;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572526;167253;0; ;0; 
2337;HS;11635610;57; ;57;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572459;167253;0; ;0; 
2338;HS;11635598;57;A;57A;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572294;167181;0; ;0; 
2339;HS;11635636;58; ;58;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572445;167116;0; ;0; 
2340;HS;11635628;58;A;58A;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572466;167074;0; ;0; 
2341;HS;11635644;59; ;59;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572520;167107;0; ;0; 
2342;HS;11635679;61; ;61;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572748;166794;0; ;0; 
2343;HS;11635687;62; ;62;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572858;166918;0; ;0; 
2344;HS;11635695;63; ;63;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572544;166432;0; ;0; 
2345;HS;11635709;64; ;64;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572439;166557;0; ;0; 
2346;HS;11635717;65; ;65;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572259;166855;0; ;0; 
2347;HS;11635725;66; ;66;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572034;166623;0; ;0; 
2348;HS;11635733;67; ;67;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571845;166809;0; ;0; 
2349;HS;11635741;68; ;68;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571466;167177;0; ;0; 
2350;HS;11635750;69; ;69;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571187;166677;0; ;0; 
2351;HS;11635768;70; ;70;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570955;167025;0; ;0; 
2352;HS;11620850;92; ;92;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574193;169409;0; ;0; 
2353;HS;11620906;97; ;97;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573861;169324;0; ;0; 
2354;HS;11620914;98; ;98;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573825;169326;0; ;0; 
2355;HS;11620922;99; ;99;16276146;10093287;11026826;21429392;10252580;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573686;169155;0; ;0; 
2356;HS;11620965;102; ;102;16276146;10093287;11026826;21429392;10252580;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573437;169097;0; ;0; 
2357;HS;11620981;104; ;104;16276146;10093287;11026826;21429392;10252580;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573340;169028;0; ;0; 
2358;HS;11620990;105; ;105;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574618;169153;0; ;0; 
2359;HS;11621015;107; ;107;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574319;169121;0; ;0; 
2360;HS;11621023;108; ;108;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574483;168952;0; ;0; 
2361;HS;11621058;111; ;111;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574144;169020;0; ;0; 
2362;HS;11621074;113; ;113;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574067;168914;0; ;0; 
2363;HS;11621082;114; ;114;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574057;168897;0; ;0; 
2364;HS;11621147;118; ;118;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573869;168780;0; ;0; 
2365;HS;11621155;119; ;119;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573711;169024;0; ;0; 
2366;HS;11621163;120; ;120;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573739;168926;0; ;0; 
2367;HS;11621171;121; ;121;16276146;10093287;11026826;21429392;10252946;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573624;168782;0; ;0; 
2368;HS;11629121;16; ;16;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571963;164901;0; ;0; 
2369;HS;11629148;17; ;17;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572030;165381;0; ;0; 
2370;HS;11629156;18; ;18;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572048;165539;0; ;0; 
2371;HS;11629164;19; ;19;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572169;165352;0; ;0; 
2372;HS;11629199;21; ;21;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572326;165161;0; ;0; 
2373;HS;11629202;22; ;22;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572378;165105;0; ;0; 
2374;HS;11629245;26; ;26;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572472;165101;0; ;0; 
2375;HS;11629253;27; ;27;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572491;165227;0; ;0; 
2376;HS;11643655;21; ;21;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574848;167667;0; ;0; 
2377;HS;11643698;24; ;24;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574755;167783;0; ;0; 
2378;HS;11643701;26; ;26;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574714;167413;0; ;0; 
2379;HS;11643728;28; ;28;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574693;167215;0; ;0; 
2380;HS;11643736;29; ;29;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574651;167452;0; ;0; 
2381;HS;11643744;30; ;30;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574430;167286;0; ;0; 
2382;HS;11643752;31; ;31;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574414;167337;0; ;0; 
2383;HS;11643787;33; ;33;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574260;167174;0; ;0; 
2384;HS;11643809;35; ;35;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574216;167029;0; ;0; 
2385;HS;11643817;36; ;36;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574199;167047;0; ;0; 
2386;HS;11643825;37; ;37;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574329;166892;0; ;0; 
2387;HS;11614094;5; ;5;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576750;162603;0; ;3062;Očeslavci
2388;HS;11614116;7; ;7;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576832;162552;0; ;3062;Očeslavci
2389;HS;11614132;8; ;8;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576887;162551;0; ;3062;Očeslavci
2390;HS;11614124;8;A;8A;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576897;162585;0; ;3062;Očeslavci
2391;HS;11614175;9; ;9;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576912;162554;0; ;3062;Očeslavci
2392;HS;11614167;9;B;9B;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576932;162556;0; ;3062;Očeslavci
2393;HS;11614221;12; ;12;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577123;162690;0; ;3062;Očeslavci
2394;HS;11614230;13; ;13;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576966;162834;0; ;0; 
2395;HS;11614256;15; ;15;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577294;163124;0; ;0; 
2396;HS;11614264;16; ;16;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577533;163037;0; ;0; 
2397;HS;11614302;19; ;19;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577440;162726;0; ;0; 
2398;HS;11614345;22; ;22;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577551;162111;0; ;0; 
2399;HS;11614353;23; ;23;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577790;162396;0; ;0; 
2400;HS;11614388;26; ;26;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577722;162596;0; ;0; 
2401;HS;11635806;73; ;73;16276286;10093414;11026826;21429392;10253004;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571158;167634;0; ;0; 
2402;HS;11635822;74; ;74;16276286;10093414;11026826;21429392;10252997;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571059;167680;0; ;0; 
2403;HS;11635857;76; ;76;16276286;10093414;11026826;21429392;10252997;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570954;167684;0; ;0; 
2404;HS;11635881;80; ;80;16276286;10093414;11026826;21429392;10252997;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570687;167809;0; ;0; 
2405;HS;11635890;81;A;81A;16276286;10093414;11026826;21429392;10252997;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570553;167918;0; ;0; 
2406;HS;11635920;82; ;82;16276286;10093414;11026826;21429392;10252997;1995-01-01 0:00:00;1995-01-01 0:00:00;V;570242;168199;0; ;0; 
2407;HS;11638422;17; ;17;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575889;164636;0; ;0; 
2408;HS;11638449;18; ;18;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575874;164611;0; ;0; 
2409;HS;11638457;19; ;19;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575826;164535;0; ;0; 
2410;HS;11638481;20; ;20;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575809;164535;0; ;0; 
2411;HS;11638490;21; ;21;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575710;164340;0; ;0; 
2412;HS;11638503;22; ;22;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575667;164242;0; ;0; 
2413;HS;11638520;24; ;24;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575874;164460;0; ;0; 
2414;HS;11638538;25; ;25;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575920;164431;0; ;0; 
2415;HS;11638554;27; ;27;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575945;164364;0; ;0; 
2416;HS;11638562;28; ;28;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576457;164366;0; ;0; 
2417;HS;11638589;29; ;29;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576558;164060;0; ;0; 
2418;HS;11638619;30; ;30;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576132;164056;0; ;0; 
2419;HS;11638635;31; ;31;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576212;164166;0; ;0; 
2420;HS;11638651;34; ;34;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575994;164220;0; ;0; 
2421;HS;11638660;35; ;35;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575971;164172;0; ;0; 
2422;HS;11638678;36;A;36A;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575952;164088;0; ;0; 
2423;HS;11638724;39; ;39;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575969;164010;0; ;0; 
2424;HS;11638759;40; ;40;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575932;163993;0; ;0; 
2425;HS;11643833;38; ;38;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574179;166991;0; ;0; 
2426;HS;11643850;39; ;39;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574151;166957;0; ;0; 
2427;HS;11643876;40; ;40;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574183;166841;0; ;0; 
2428;HS;11643884;43; ;43;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574100;166748;0; ;0; 
2429;HS;11643892;44; ;44;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574079;166857;0; ;0; 
2430;HS;11643906;45; ;45;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574035;166842;0; ;0; 
2431;HS;11643914;46; ;46;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574106;166721;0; ;0; 
2432;HS;11643922;48;A;48A;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573926;166614;0; ;0; 
2433;HS;11643957;49; ;49;16276464;10093619;11026826;21429392;10252784;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574035;166577;0; ;0; 
2434;HS;11643965;50; ;50;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573510;166595;0; ;0; 
2435;HS;11643973;51; ;51;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573462;166622;0; ;0; 
2436;HS;11643981;52; ;52;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573501;166721;0; ;0; 
2437;HS;11643990;53; ;53;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573533;166819;0; ;0; 
2438;HS;11644007;54; ;54;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573591;166871;0; ;0; 
2439;HS;11644023;56; ;56;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573615;167005;0; ;0; 
2440;HS;11644031;57; ;57;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573577;166993;0; ;0; 
2441;HS;11644040;58; ;58;16276464;10093619;11026826;21429392;10252857;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573643;167081;0; ;0; 
2442;HS;11638783;43; ;43;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575811;163892;0; ;0; 
2443;HS;11638791;44; ;44;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575779;163739;0; ;0; 
2444;HS;11638805;45; ;45;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575759;163700;0; ;0; 
2445;HS;11638813;46;A;46A;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575637;163683;0; ;0; 
2446;HS;11638830;47; ;47;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575487;163681;0; ;0; 
2447;HS;11638848;48; ;48;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575669;163420;0; ;0; 
2448;HS;11638856;49; ;49;16276367;10093490;11026826;21432237;10255171;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576015;163757;0; ;0; 
2449;HS;11629318;33; ;33;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573213;164602;0; ;0; 
2450;HS;11629326;34; ;34;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573299;164634;0; ;0; 
2451;HS;11629369;37; ;37;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573489;164027;0; ;0; 
2452;HS;11629385;39; ;39;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572542;164472;0; ;0; 
2453;HS;11629393;40; ;40;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572498;164454;0; ;0; 
2454;HS;11629407;41; ;41;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572376;164504;0; ;0; 
2455;HS;11629415;42; ;42;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;571936;164672;0; ;0; 
2456;HS;11629423;45; ;45;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572349;164301;0; ;0; 
2457;HS;11629431;46; ;46;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572418;164180;0; ;0; 
2458;HS;11629440;47; ;47;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572483;164093;0; ;0; 
2459;HS;11629458;48; ;48;16276197;10093333;11026826;21432237;10252938;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572513;164015;0; ;0; 
2460;HS;11629822;1; ;1;16276227;10093350;11026826;21429392;10252920;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575130;166979;0; ;0; 
2461;HS;11629857;3; ;3;16276227;10093350;11026826;21429392;10252920;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574960;166988;0; ;0; 
2462;HS;11592171;7; ;7;16185035;10092752;11026826;21429392;10252687;2015-10-29 0:00:00;2015-10-29 0:00:00;V;575328;171120;3064;Gornja Radgona;3064;Črešnjevci
2463;HS;16391212;60;A;60A;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;576396;168959;3064;Gornja Radgona;3064;Črešnjevci
2464;HS;11584365;229; ;229;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;575717;169270;0; ;0; 
2465;HS;16354902;76;A;76A;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;576130;168662;3064;Gornja Radgona;3064;Črešnjevci
2466;HS;19124789;76;B;76B;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;576150;168646;3064;Gornja Radgona;3064;Črešnjevci
2467;HS;11582672;73; ;73;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;576225;168639;3064;Gornja Radgona;3064;Črešnjevci
2468;HS;16171280;31;A;31A;16275891;10093023;11026826;21432237;10255228;2012-11-28 0:00:00;2012-11-28 0:00:00;V;570101;164929;0; ;0; 
2469;HS;19118495;41;A;41A;16276456;10093597;11026826;21429392;10252890;1998-01-13 0:00:00;1998-01-20 0:00:00;V;569176;166801;0; ;0; 
2470;HS;19118681;20;A;20A;16275662;10092817;11026826;21429392;10252725;1998-01-13 0:00:00;1998-01-20 0:00:00;V;575566;170586;0; ;0; 
2471;HS;19118690;26;A;26A;16276286;10093414;11026826;21429392;10253004;1998-01-13 0:00:00;1998-01-20 0:00:00;V;571922;168389;0; ;0; 
2472;HS;16354821;62;A;62A;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;576386;168921;3064;Gornja Radgona;3064;Črešnjevci
2473;HS;11584292;224;A;224A;16275565;10092698;11026826;21429392;10252822;2011-09-21 0:00:00;2011-09-21 0:00:00;V;575483;169118;0; ;0; 
2474;HS;19131203;71;A;71A;16276146;10093287;11026826;21429392;10252580;2008-11-24 0:00:00;2008-11-24 0:00:00;V;573193;169132;0; ;0; 
2475;HS;11620647;72; ;72;16276146;10093287;11026826;21429392;10252580;2008-11-24 0:00:00;2008-11-24 0:00:00;V;573266;169209;0; ;0; 
2476;HS;11620957;101; ;101;16276146;10093287;11026826;21429392;10252580;2008-11-24 0:00:00;2008-11-24 0:00:00;V;573439;169133;0; ;0; 
2477;HS;11588603;12; ;12;16184829;10092752;11026826;21429392;10257204;2007-09-17 0:00:00;2007-09-17 0:00:00;V;576588;170029;3064;Gornja Radgona;0; 
2478;HS;19131106;11; ;11;16275956;10093082;11026826;21431745;19129179;2008-10-29 0:00:00;2008-10-29 0:00:00;V;578417;168892;3064;Gornja Radgona;3081;Mele
2479;HS;19126803;12;C;12C;16275905;10093031;11026826;21429392;10253306;2003-11-04 0:00:00;2003-11-04 0:00:00;V;573307;170231;3351;Lomanoše;3351;Lomanoše
2480;HS;11614248;14; ;14;16276049;10093171;11026826;21431745;19127222;2003-11-04 0:00:00;2003-11-05 0:00:00;V;576943;163972;0; ;0; 
2481;HS;11605303;19; ;19;16275875;10093007;11026826;21432237;19127281;2003-11-04 0:00:00;2003-11-05 0:00:00;V;572298;165666;0; ;0; 
2482;HS;19124762;19;A;19A;16275875;10093007;11026826;21432237;19127281;2003-11-04 0:00:00;2003-11-05 0:00:00;V;572328;165659;0; ;0; 
