HSMID	ULICA	LABELA	NASLOV	STALNO	ZACASNO	VODA	KAN.	SMETI	GREZNICA	CADIS
11589979	Pintaričeva cesta	3	Pintaričeva cesta 3	4	0	1	1	0	1	1
11589987	Pintaričeva cesta	4	Pintaričeva cesta 4	3	0	1	1	0	1	1
11589995	Pintaričeva cesta	5	Pintaričeva cesta 5	2	0	1	1	0	1	1
11590004	Pintaričeva cesta	6	Pintaričeva cesta 6	5	0	1	1	0	1	1
11590012	Pintaričeva cesta	8	Pintaričeva cesta 8	3	0	1	1	0	1	1
11590039	Pintaričeva cesta	10	Pintaričeva cesta 10	4	0	1	1	0	1	1
11592988	Pod gozdom	1	Pod gozdom 1	1	0	1	1	0	1	1
11593003	Pod gozdom	3	Pod gozdom 3	2	0	1	1	0	1	1
11590047	Pokopališka cesta	1	Pokopališka cesta 1	0	0	0	0	0	0	0
11590063	Pokopališka cesta	3	Pokopališka cesta 3	8	0	1	1	0	1	1
11606075	Lokavci	1	Lokavci 1	0	0	0	0	0	0	0
11606091	Lokavci	3	Lokavci 3	4	0	0	0	1	1	1
11606105	Lokavci	4A	Lokavci 4A	4	0	0	0	1	1	1
11606121	Lokavci	5	Lokavci 5	0	0	0	0	0	0	0
11606130	Lokavci	6	Lokavci 6	2	0	0	0	1	1	1
11606148	Lokavci	7	Lokavci 7	1	0	3	0	1	1	1
11606156	Lokavci	8	Lokavci 8	0	0	0	0	0	0	0
11606199	Lokavci	9	Lokavci 9	1	0	3	0	1	1	1
11606202	Lokavci	10	Lokavci 10	1	0	3	0	1	1	1
11606237	Lokavci	11	Lokavci 11	5	0	3	0	1	1	1
11606229	Lokavci	11A	Lokavci 11A	2	0	3	0	1	1	1
11606261	Lokavci	13	Lokavci 13	0	0	0	0	0	0	0
11616437	Orehovski Vrh	35	Orehovski Vrh 35	1	0	1	0	1	1	1
11616445	Orehovski Vrh	36	Orehovski Vrh 36	2	0	1	0	1	1	1
11616470	Orehovski Vrh	39	Orehovski Vrh 39	4	0	1	0	1	1	1
11616488	Orehovski Vrh	40	Orehovski Vrh 40	7	0	1	0	1	1	1
11616500	Orehovski Vrh	42	Orehovski Vrh 42	0	0	0	0	0	0	0
11616518	Orehovski Vrh	43	Orehovski Vrh 43	2	0	1	0	1	1	1
16171506	Orehovski Vrh	45A	Orehovski Vrh 45A	4	0	1	0	1	1	1
11616569	Orehovski Vrh	47	Orehovski Vrh 47	2	0	1	0	1	1	1
11582907	Črešnjevci	92	Črešnjevci 92	6	0	1	1	0	1	1
11582915	Črešnjevci	93	Črešnjevci 93	1	0	1	1	0	1	1
11582923	Črešnjevci	96	Črešnjevci 96	3	0	1	1	0	1	1
11582931	Črešnjevci	98	Črešnjevci 98	0	0	1	0	0	1	1
11582940	Črešnjevci	100	Črešnjevci 100	11	0	1	1	0	0	1
11582958	Črešnjevci	101	Črešnjevci 101	0	0	1	1	0	1	1
11583008	Črešnjevci	105	Črešnjevci 105	2	0	1	1	0	1	1
11583016	Črešnjevci	106	Črešnjevci 106	7	0	1	1	0	1	1
11583032	Črešnjevci	108	Črešnjevci 108	6	0	1	1	0	1	1
11583059	Črešnjevci	109	Črešnjevci 109	5	0	1	1	0	1	1
11583067	Črešnjevci	110	Črešnjevci 110	6	0	1	1	0	1	1
11583091	Črešnjevci	113	Črešnjevci 113	4	0	1	1	0	0	1
11583113	Črešnjevci	115	Črešnjevci 115	5	0	1	1	0	0	1
11583121	Črešnjevci	116	Črešnjevci 116	0	0	1	1	0	0	1
11583130	Črešnjevci	117	Črešnjevci 117	2	0	1	1	0	1	1
11583148	Črešnjevci	118	Črešnjevci 118	4	0	1	1	0	1	1
11583156	Črešnjevci	119	Črešnjevci 119	4	0	1	1	0	1	1
11583164	Črešnjevci	120	Črešnjevci 120	0	0	1	0	0	0	1
11583172	Črešnjevci	121	Črešnjevci 121	3	0	1	1	0	1	1
11583199	Črešnjevci	122	Črešnjevci 122	1	0	1	1	0	1	1
11583202	Črešnjevci	123	Črešnjevci 123	1	0	1	1	0	1	1
11583229	Črešnjevci	124	Črešnjevci 124	6	6	1	1	0	1	1
11583237	Črešnjevci	125	Črešnjevci 125	3	0	0	1	0	1	1
11583245	Črešnjevci	126	Črešnjevci 126	3	0	1	1	0	0	1
11583253	Črešnjevci	127	Črešnjevci 127	4	0	1	1	0	1	1
11583261	Črešnjevci	128	Črešnjevci 128	7	0	1	1	0	0	1
11583288	Črešnjevci	130	Črešnjevci 130	3	0	1	0	1	1	1
11583296	Črešnjevci	131	Črešnjevci 131	5	0	1	0	1	1	1
11583300	Črešnjevci	132	Črešnjevci 132	2	0	1	0	1	1	1
11590080	Pokopališka cesta	5	Pokopališka cesta 5	0	0	1	1	0	1	1
11590098	Pokopališka cesta	8	Pokopališka cesta 8	3	0	1	1	0	1	1
11590101	Pokopališka cesta	10	Pokopališka cesta 10	0	0	0	0	0	0	0
11593011	Polička cesta	2	Polička cesta 2	1	0	1	1	0	1	1
11593020	Polička cesta	3	Polička cesta 3	3	0	1	1	0	1	1
11593038	Polička cesta	4	Polička cesta 4	2	0	1	1	0	1	1
11593046	Polička cesta	5	Polička cesta 5	4	0	1	1	0	1	1
11593062	Polička cesta	7	Polička cesta 7	5	0	1	1	0	1	1
11593089	Porabska ulica	2	Porabska ulica 2	28	5	1	1	0	0	1
11593119	Porabska ulica	4	Porabska ulica 4	34	2	1	1	0	0	1
11593160	Prečna ulica	1	Prečna ulica 1	6	0	1	1	0	1	1
11593178	Prečna ulica	2	Prečna ulica 2	3	0	1	1	0	1	1
11593194	Prečna ulica	4	Prečna ulica 4	2	0	1	1	0	1	1
11593208	Prečna ulica	5	Prečna ulica 5	3	0	1	1	0	1	1
11590128	Prešernova cesta	1	Prešernova cesta 1	0	0	1	1	0	1	1
11590144	Prešernova cesta	3	Prešernova cesta 3	0	0	1	1	0	1	1
11590179	Prešernova cesta	5	Prešernova cesta 5	0	0	1	1	0	1	1
11590187	Prešernova cesta	6	Prešernova cesta 6	0	0	1	1	0	1	1
11590209	Prešernova cesta	8	Prešernova cesta 8	0	0	1	1	0	1	1
11590217	Prešernova cesta	9	Prešernova cesta 9	0	0	1	1	0	0	1
11590225	Prešernova cesta	10	Prešernova cesta 10	0	0	1	1	0	1	1
11590241	Prešernova cesta	12	Prešernova cesta 12	2	0	1	1	0	1	1
11590250	Prešernova cesta	13	Prešernova cesta 13	2	0	1	1	0	1	1
11590268	Prešernova cesta	14	Prešernova cesta 14	0	0	1	1	0	1	1
11590276	Prešernova cesta	15	Prešernova cesta 15	1	0	1	1	0	1	1
11590292	Prešernova cesta	17	Prešernova cesta 17	0	0	1	1	0	1	1
11590306	Prešernova cesta	18	Prešernova cesta 18	2	0	1	1	0	0	1
11590322	Prešernova cesta	20	Prešernova cesta 20	0	0	0	0	0	0	0
11606253	Lokavci	13A	Lokavci 13A	6	0	3	0	0	0	1
11606270	Lokavci	14	Lokavci 14	1	0	0	0	0	1	1
19133940	Rodmošci	18A	Rodmošci 18A	1	0	1	0	1	0	1
11606296	Lokavci	16	Lokavci 16	10	0	3	0	0	1	1
11606300	Lokavci	17	Lokavci 17	1	0	0	0	0	0	1
11606326	Lokavci	18	Lokavci 18	4	0	3	0	1	1	1
11606334	Lokavci	19	Lokavci 19	4	0	3	0	1	0	1
11606369	Lokavci	21	Lokavci 21	0	0	3	0	0	0	1
11606377	Lokavci	22	Lokavci 22	0	0	3	0	0	1	1
11606385	Lokavci	23	Lokavci 23	0	0	0	0	1	1	1
11606393	Lokavci	24	Lokavci 24	0	2	3	0	1	1	1
11606407	Lokavci	25	Lokavci 25	2	0	3	0	0	1	1
11606415	Lokavci	26	Lokavci 26	2	0	3	0	0	1	1
11606423	Lokavci	27	Lokavci 27	6	0	3	0	1	1	1
11606431	Lokavci	28	Lokavci 28	1	0	0	0	0	0	0
11606440	Lokavci	29	Lokavci 29	5	0	3	0	1	1	1
11606466	Lokavci	31	Lokavci 31	5	0	0	0	1	1	1
11606482	Lokavci	33	Lokavci 33	0	0	3	0	1	0	1
11606504	Lokavci	34	Lokavci 34	5	0	3	0	1	1	1
11606539	Lokavci	36	Lokavci 36	0	0	0	0	0	0	0
11606547	Lokavci	37	Lokavci 37	3	0	0	0	1	1	1
11606555	Lokavci	38	Lokavci 38	0	0	3	0	1	1	1
11606571	Lokavci	40	Lokavci 40	1	0	0	0	0	0	0
11606580	Lokavci	41	Lokavci 41	3	0	3	0	1	1	1
11606598	Lokavci	42	Lokavci 42	10	0	3	0	1	1	1
11606628	Lokavci	44	Lokavci 44	0	0	0	0	0	0	0
16171298	Lokavci	44A	Lokavci 44A	3	0	3	0	1	1	1
11606636	Lokavci	45	Lokavci 45	0	0	0	0	0	0	0
11606652	Lomanoše	2	Lomanoše 2	3	0	1	0	1	1	1
11606679	Lomanoše	3	Lomanoše 3	1	0	0	0	0	0	0
11606687	Lomanoše	4	Lomanoše 4	2	0	1	0	1	1	1
11636365	Spodnji Ivanjci	3B	Spodnji Ivanjci 3B	0	0	0	0	0	0	0
11636381	Spodnji Ivanjci	3D	Spodnji Ivanjci 3D	1	0	0	0	1	1	1
11614078	Očeslavci	4A	Očeslavci 4A	4	0	1	0	1	1	1
11579418	Aženski Vrh	7	Aženski Vrh 7	4	1	1	0	1	1	1
11579515	Aženski Vrh	15	Aženski Vrh 15	3	0	1	0	1	1	1
11581978	Črešnjevci	1	Črešnjevci 1	2	0	1	1	0	1	1
11582494	Črešnjevci	50	Črešnjevci 50	2	0	0	0	0	0	1
11582532	Črešnjevci	56A	Črešnjevci 56A	5	0	1	1	0	1	1
11582583	Črešnjevci	59	Črešnjevci 59	2	0	1	1	0	0	1
11582664	Črešnjevci	68	Črešnjevci 68	6	0	1	1	0	0	1
11582753	Črešnjevci	79	Črešnjevci 79	3	0	1	1	0	1	1
11582761	Črešnjevci	80	Črešnjevci 80	2	0	1	0	0	1	1
11582818	Črešnjevci	84	Črešnjevci 84	6	0	0	1	0	1	1
11582842	Črešnjevci	87	Črešnjevci 87	3	0	1	1	0	1	1
11582877	Črešnjevci	89	Črešnjevci 89	7	0	1	1	0	1	1
11582893	Črešnjevci	91	Črešnjevci 91	2	0	1	1	0	1	1
11583083	Črešnjevci	112	Črešnjevci 112	2	0	1	1	0	1	1
11583105	Črešnjevci	114	Črešnjevci 114	5	0	1	1	0	1	1
11583270	Črešnjevci	129	Črešnjevci 129	3	0	1	1	0	1	1
11583334	Črešnjevci	135	Črešnjevci 135	3	0	1	0	1	1	1
11583423	Črešnjevci	144	Črešnjevci 144	2	0	1	0	1	1	1
11583466	Črešnjevci	148	Črešnjevci 148	0	0	1	0	0	0	1
11583482	Črešnjevci	150	Črešnjevci 150	4	0	1	1	0	1	1
11583547	Črešnjevci	154	Črešnjevci 154	4	0	1	1	0	1	1
11583695	Črešnjevci	169	Črešnjevci 169	5	0	1	1	0	1	1
11583849	Črešnjevci	183	Črešnjevci 183	3	0	1	0	1	1	1
11583920	Črešnjevci	191	Črešnjevci 191	1	0	1	0	1	1	1
11584080	Črešnjevci	205	Črešnjevci 205	5	0	1	1	0	1	1
11584276	Črešnjevci	222	Črešnjevci 222	5	0	1	0	1	1	1
19125327	Ivanjševski Vrh	20A	Ivanjševski Vrh 20A	3	0	1	0	1	1	1
11620973	Police	103	Police 103	2	1	0	0	1	1	1
19125114	Črešnjevci	227A	Črešnjevci 227A	6	0	1	1	0	1	1
19125149	Plitvički Vrh	34A	Plitvički Vrh 34A	1	0	1	0	1	0	1
19125238	Stavešinski Vrh	45A	Stavešinski Vrh 45A	2	0	1	0	1	1	1
19124967	Gornji Ivanjci	8A	Gornji Ivanjci 8A	4	0	0	0	1	1	1
16391018	Črešnjevci	62	Črešnjevci 62	4	0	1	1	0	1	1
11636705	Spodnji Ivanjci	24	Spodnji Ivanjci 24	2	0	1	0	0	1	1
11636691	Spodnji Ivanjci	24A	Spodnji Ivanjci 24A	0	0	0	0	0	0	0
19118207	Mariborska cesta	13A	Mariborska cesta 13A	6	0	1	0	0	0	1
11588956	Mariborska cesta	13	Mariborska cesta 13	2	0	1	0	0	1	1
19123227	Prešernova cesta	7A	Prešernova cesta 7A	0	0	1	1	0	1	1
19123235	Črešnjevci	28B	Črešnjevci 28B	1	0	1	1	0	1	1
19124703	Orehovski Vrh	16B	Orehovski Vrh 16B	2	0	1	0	1	1	1
11588336	Lackova ulica	16	Lackova ulica 16	3	0	1	1	0	1	1
19125289	Spodnji Ivanjci	22C	Spodnji Ivanjci 22C	4	0	0	0	1	1	1
19124975	Ptujska Cesta	41A	Ptujska Cesta 41A	1	0	1	0	1	1	1
19125165	Lokavci	30A	Lokavci 30A	1	0	3	0	1	1	1
19125572	Orehovci	2A	Orehovci 2A	3	1	1	0	1	1	1
19126030	Vodovodna ulica	20	Vodovodna ulica 20	4	0	1	1	0	1	1
19134989	Mariborska cesta	19	Mariborska cesta 19	2	0	1	1	0	1	1
11592058	Dajnkova ulica	3	Dajnkova ulica 3	1	0	1	1	0	1	1
19132404	Spodnja Ščavnica	34B	Spodnja Ščavnica 34B	0	0	3	0	0	0	1
19133150	Ivanjševski Vrh	60A	Ivanjševski Vrh 60A	0	0	1	0	1	0	1
19119424	Spodnji Ivanjci	22A	Spodnji Ivanjci 22A	4	0	0	0	1	1	1
11616151	Orehovski Vrh	9	Orehovski Vrh 9	5	0	1	0	1	1	1
11582974	Črešnjevci	103	Črešnjevci 103	3	0	1	1	0	1	1
19137350	Stavešinski Vrh	46B	Stavešinski Vrh 46B	5	0	1	0	1	1	1
19136361	Ob potoku	7	Ob potoku 7	2	0	1	1	0	1	1
11584039	Črešnjevci	200	Črešnjevci 200	3	0	1	0	1	0	1
19134857	Gornji Ivanjci	15A	Gornji Ivanjci 15A	4	0	0	0	0	0	0
19126692	Stavešinski Vrh	39B	Stavešinski Vrh 39B	0	0	1	0	1	0	1
19137023	Radvenci	22A	Radvenci 22A	1	0	0	0	0	0	0
11636128	Spodnja Ščavnica	98	Spodnja Ščavnica 98	3	0	3	0	0	1	1
11591191	Trg svobode	6	Trg svobode 6	12	0	1	1	0	0	1
19126358	Ivanjski Vrh	3B	Ivanjski Vrh 3B	3	0	0	0	1	1	1
19134598	Hercegovščak	38A	Hercegovščak 38A	3	0	1	0	1	1	1
11592074	Dajnkova ulica	5	Dajnkova ulica 5	4	0	1	1	0	1	1
19126536	Trg svobode	12Z	Trg svobode 12Z	0	0	1	1	0	1	1
19126544	Stavešinski Vrh	12A	Stavešinski Vrh 12A	3	0	1	0	1	0	1
19122042	Kajuhova ulica	13	Kajuhova ulica 13	4	1	1	1	0	1	1
19122093	Črešnjevci	61B	Črešnjevci 61B	6	0	1	1	0	1	1
11583822	Črešnjevci	182	Črešnjevci 182	6	0	1	0	1	1	1
11583865	Črešnjevci	185	Črešnjevci 185	4	0	1	0	1	1	1
11583873	Črešnjevci	186	Črešnjevci 186	0	0	0	0	0	0	0
11583881	Črešnjevci	187	Črešnjevci 187	4	0	1	0	1	1	1
11583890	Črešnjevci	188	Črešnjevci 188	0	0	1	0	1	1	1
11583903	Črešnjevci	189	Črešnjevci 189	3	0	1	0	1	1	1
11583938	Črešnjevci	192	Črešnjevci 192	5	0	1	0	1	1	1
11583946	Črešnjevci	193	Črešnjevci 193	3	0	1	0	1	1	1
11583954	Črešnjevci	194	Črešnjevci 194	1	0	1	0	1	1	1
11583962	Črešnjevci	195	Črešnjevci 195	7	0	1	0	1	1	1
11583989	Črešnjevci	196	Črešnjevci 196	3	0	1	0	1	1	1
11583997	Črešnjevci	197	Črešnjevci 197	5	0	1	0	1	1	1
11584004	Črešnjevci	198	Črešnjevci 198	4	0	1	0	1	1	1
11584012	Črešnjevci	199	Črešnjevci 199	3	0	1	0	1	1	1
11584063	Črešnjevci	203	Črešnjevci 203	2	0	0	0	1	1	1
11584071	Črešnjevci	204	Črešnjevci 204	3	0	1	1	0	1	1
11584098	Črešnjevci	206	Črešnjevci 206	7	0	1	1	0	1	1
11584110	Črešnjevci	207	Črešnjevci 207	5	0	1	1	0	1	1
11584101	Črešnjevci	207A	Črešnjevci 207A	0	0	0	0	0	0	0
11584128	Črešnjevci	208	Črešnjevci 208	3	0	1	1	0	1	1
11584152	Črešnjevci	211	Črešnjevci 211	0	0	0	0	0	0	0
11584179	Črešnjevci	212	Črešnjevci 212	4	0	1	1	0	1	1
11584187	Črešnjevci	213	Črešnjevci 213	0	0	0	0	0	0	0
11584195	Črešnjevci	214	Črešnjevci 214	3	0	1	0	1	1	1
11584209	Črešnjevci	215	Črešnjevci 215	6	1	1	0	1	0	1
11584217	Črešnjevci	216	Črešnjevci 216	0	0	1	0	1	1	1
11590560	Simoničev breg	5	Simoničev breg 5	3	0	1	1	0	1	1
11590578	Simoničev breg	6	Simoničev breg 6	22	1	1	1	0	0	1
11620299	Police	41	Police 41	4	0	1	0	1	1	1
11620302	Police	42	Police 42	1	0	1	0	1	1	1
11620345	Police	46	Police 46	2	0	1	0	1	1	1
11620353	Police	47	Police 47	2	0	1	0	1	1	1
11620361	Police	48	Police 48	1	0	1	0	1	1	1
11620370	Police	49	Police 49	0	0	0	0	0	0	0
11620388	Police	50	Police 50	3	0	1	0	1	1	1
11620418	Police	53	Police 53	0	0	0	0	0	0	0
11620426	Police	54	Police 54	1	0	0	0	0	0	0
11620434	Police	55	Police 55	5	0	1	0	1	1	1
11620469	Police	57	Police 57	1	0	1	0	1	1	1
11620477	Police	58	Police 58	3	0	1	0	1	1	1
11620493	Police	60	Police 60	2	0	1	0	1	1	1
11598323	Ivanjski Vrh	12	Ivanjski Vrh 12	0	0	0	0	0	0	0
11598366	Ivanjski Vrh	13	Ivanjski Vrh 13	1	0	0	0	0	1	1
11598340	Ivanjski Vrh	13B	Ivanjski Vrh 13B	2	0	0	0	1	0	1
11598358	Ivanjski Vrh	13C	Ivanjski Vrh 13C	2	0	0	0	1	1	1
11598382	Ivanjski Vrh	14	Ivanjski Vrh 14	0	0	0	0	0	0	0
11598412	Ivanjski Vrh	16	Ivanjski Vrh 16	6	0	0	0	1	0	1
11598463	Ivanjski Vrh	21	Ivanjski Vrh 21	3	0	0	0	1	1	1
11598498	Ivanjski Vrh	24	Ivanjski Vrh 24	5	0	0	0	1	1	1
11598510	Ivanjski Vrh	26	Ivanjski Vrh 26	1	0	0	0	1	1	1
11598536	Ivanjševci ob Ščavnici	1	Ivanjševci ob Ščavnici 1	6	0	1	0	1	1	1
11598544	Ivanjševci ob Ščavnici	2	Ivanjševci ob Ščavnici 2	6	0	1	0	1	1	1
11598552	Ivanjševci ob Ščavnici	3	Ivanjševci ob Ščavnici 3	1	0	0	0	0	0	0
11598579	Ivanjševci ob Ščavnici	4	Ivanjševci ob Ščavnici 4	0	0	0	0	0	0	0
11598587	Ivanjševci ob Ščavnici	5	Ivanjševci ob Ščavnici 5	2	0	1	0	1	1	1
11598633	Ivanjševci ob Ščavnici	9	Ivanjševci ob Ščavnici 9	0	0	1	0	1	1	1
11598625	Ivanjševci ob Ščavnici	9A	Ivanjševci ob Ščavnici 9A	3	0	0	0	1	1	1
11598641	Ivanjševci ob Ščavnici	10	Ivanjševci ob Ščavnici 10	5	0	1	0	0	1	1
11598650	Ivanjševci ob Ščavnici	11	Ivanjševci ob Ščavnici 11	4	0	0	0	1	1	1
11598676	Ivanjševci ob Ščavnici	13	Ivanjševci ob Ščavnici 13	6	0	1	0	1	1	1
11598684	Ivanjševci ob Ščavnici	14	Ivanjševci ob Ščavnici 14	4	0	0	0	0	0	0
11598692	Ivanjševci ob Ščavnici	15	Ivanjševci ob Ščavnici 15	3	0	0	0	1	1	1
11598706	Ivanjševci ob Ščavnici	16	Ivanjševci ob Ščavnici 16	3	0	1	0	1	1	1
11598722	Ivanjševci ob Ščavnici	18	Ivanjševci ob Ščavnici 18	2	0	1	0	1	1	1
11598749	Ivanjševci ob Ščavnici	19	Ivanjševci ob Ščavnici 19	5	0	1	0	1	1	1
11612091	Negova	12	Negova 12	3	0	3	0	1	1	1
11612105	Negova	13	Negova 13	0	0	3	1	0	0	1
11590586	Simoničev breg	7	Simoničev breg 7	3	0	1	1	0	1	1
11590608	Simoničev breg	9	Simoničev breg 9	4	0	1	1	0	1	1
11590616	Simoničev breg	10	Simoničev breg 10	5	0	1	1	0	1	1
11590624	Simoničev breg	12	Simoničev breg 12	5	0	1	1	0	1	1
11590632	Simoničev breg	14	Simoničev breg 14	5	0	1	1	0	1	1
11590675	Simoničev breg	28	Simoničev breg 28	4	0	0	0	0	1	1
11593461	Strma ulica	1	Strma ulica 1	11	0	1	1	0	1	1
11593488	Strma ulica	3	Strma ulica 3	1	0	0	1	0	1	1
11593496	Strma ulica	4	Strma ulica 4	2	0	1	1	0	1	1
11593500	Strma ulica	5	Strma ulica 5	12	0	1	0	0	1	1
11593542	Strma ulica	9	Strma ulica 9	0	0	1	0	0	0	1
11593569	Strma ulica	10	Strma ulica 10	6	0	1	0	0	1	1
11593577	Strma ulica	12	Strma ulica 12	5	0	1	0	0	1	1
11590705	Šlebingerjev breg	2	Šlebingerjev breg 2	1	0	1	1	0	0	1
11590713	Šlebingerjev breg	3	Šlebingerjev breg 3	4	0	1	1	0	1	1
11590721	Šlebingerjev breg	4	Šlebingerjev breg 4	2	0	1	1	0	1	1
11590748	Šlebingerjev breg	6	Šlebingerjev breg 6	2	0	1	1	0	1	1
11590756	Šlebingerjev breg	7	Šlebingerjev breg 7	3	0	1	1	0	1	1
11590764	Šlebingerjev breg	8	Šlebingerjev breg 8	5	0	1	1	0	1	1
11590772	Šlebingerjev breg	9	Šlebingerjev breg 9	4	0	1	1	0	1	1
11590799	Šlebingerjev breg	11	Šlebingerjev breg 11	3	0	1	1	0	1	1
11590829	Šlebingerjev breg	15	Šlebingerjev breg 15	1	0	1	1	0	1	1
11590837	Šlebingerjev breg	16	Šlebingerjev breg 16	4	0	1	1	0	1	1
11590845	Šlebingerjev breg	17	Šlebingerjev breg 17	4	0	1	1	0	1	1
11590853	Šlebingerjev breg	18	Šlebingerjev breg 18	3	0	1	1	0	1	1
11590861	Šlebingerjev breg	19	Šlebingerjev breg 19	4	0	1	1	0	1	1
11590870	Šlebingerjev breg	20	Šlebingerjev breg 20	7	0	1	1	0	1	1
11590888	Šlebingerjev breg	21	Šlebingerjev breg 21	2	0	1	1	0	1	1
11590896	Šlebingerjev breg	22	Šlebingerjev breg 22	2	0	1	1	0	1	1
11607128	Lomanoše	28	Lomanoše 28	1	0	0	0	0	0	0
11607136	Lomanoše	29	Lomanoše 29	6	0	0	0	1	1	1
11607144	Lomanoše	30	Lomanoše 30	1	0	1	0	0	0	1
11620515	Police	62	Police 62	5	0	1	0	1	1	1
11620531	Police	64	Police 64	3	0	1	0	1	1	1
11620540	Police	65	Police 65	0	0	0	0	0	0	0
11620566	Police	67	Police 67	1	0	0	0	0	1	1
11620582	Police	68	Police 68	9	0	1	0	1	0	1
11620604	Police	69	Police 69	2	0	1	0	1	1	1
11620612	Police	70	Police 70	1	0	0	0	0	0	0
11620639	Police	71	Police 71	1	0	0	0	0	0	0
11620655	Police	73	Police 73	0	0	1	0	1	0	1
11620728	Police	80	Police 80	2	0	1	0	1	1	1
11620744	Police	82	Police 82	2	0	1	0	1	1	1
11612113	Negova	14	Negova 14	0	0	3	0	1	1	1
11612121	Negova	15	Negova 15	0	0	3	0	1	1	1
11612130	Negova	16	Negova 16	3	0	3	1	0	1	1
11612148	Negova	17	Negova 17	0	0	3	1	0	1	1
11612172	Negova	20	Negova 20	0	0	3	1	0	1	1
11612202	Negova	22	Negova 22	1	0	3	1	0	1	1
11612229	Negova	23	Negova 23	2	0	0	0	0	0	0
11612300	Negova	33	Negova 33	0	0	3	0	1	0	1
11612326	Negova	35	Negova 35	2	0	3	1	0	1	1
11612342	Negova	37	Negova 37	8	0	3	1	0	0	1
11612369	Negova	38	Negova 38	10	0	3	1	0	0	1
11612377	Negova	39	Negova 39	2	0	3	0	1	1	1
11612393	Negova	41	Negova 41	1	0	3	0	1	1	1
11612423	Negova	44	Negova 44	7	0	3	0	1	0	1
11612458	Negova	47	Negova 47	0	0	3	0	1	1	1
11612474	Negova	49	Negova 49	0	0	0	0	0	0	0
11612482	Negova	50	Negova 50	0	1	3	0	0	0	1
11612512	Negova	52	Negova 52	4	0	3	0	1	1	1
11612547	Negova	55	Negova 55	3	0	0	0	1	1	1
11612555	Negova	56	Negova 56	4	0	3	0	1	1	1
11607152	Lomanoše	31	Lomanoše 31	5	0	1	0	1	1	1
11607187	Lomanoše	32	Lomanoše 32	1	0	1	0	1	1	1
11607195	Lomanoše	33	Lomanoše 33	2	0	0	0	1	1	1
11607217	Lomanoše	34	Lomanoše 34	4	0	1	0	1	1	1
11607209	Lomanoše	34A	Lomanoše 34A	0	0	0	0	0	0	0
11607233	Lomanoše	36	Lomanoše 36	3	0	1	0	1	1	1
11607241	Lomanoše	37	Lomanoše 37	2	0	1	0	1	1	1
11607250	Lomanoše	38	Lomanoše 38	2	0	0	0	1	1	1
11607268	Lomanoše	39	Lomanoše 39	4	0	1	0	1	1	1
11607276	Lomanoše	40A	Lomanoše 40A	6	0	1	0	1	1	1
11607306	Lomanoše	41	Lomanoše 41	1	0	0	0	1	1	1
11607349	Lomanoše	43	Lomanoše 43	5	0	1	0	1	1	1
11607373	Lomanoše	44	Lomanoše 44	0	0	0	0	0	0	0
11607357	Lomanoše	44A	Lomanoše 44A	5	0	1	0	1	1	1
11607365	Lomanoše	44B	Lomanoše 44B	3	0	1	0	1	0	1
11607390	Lomanoše	45	Lomanoše 45	4	0	1	0	1	1	1
11607403	Lomanoše	46	Lomanoše 46	0	0	1	0	1	0	1
11607489	Lomanoše	51	Lomanoše 51	4	1	1	0	1	1	1
11607497	Lomanoše	52	Lomanoše 52	3	0	0	0	1	1	1
11607527	Lomanoše	55	Lomanoše 55	3	1	0	0	1	0	1
11607535	Lomanoše	56	Lomanoše 56	5	0	1	0	1	1	1
11619851	Police	1	Police 1	4	0	1	0	1	1	1
11586970	Cankarjeva cesta	3	Cankarjeva cesta 3	2	0	1	1	0	0	1
11587011	Cankarjeva cesta	8	Cankarjeva cesta 8	3	0	1	1	0	1	1
11587020	Cankarjeva cesta	10	Cankarjeva cesta 10	1	0	1	1	0	1	1
11587038	Cankarjeva cesta	12	Cankarjeva cesta 12	2	0	1	1	0	1	1
11587046	Cankarjeva cesta	14	Cankarjeva cesta 14	2	0	1	1	0	1	1
11587054	Cankarjeva cesta	18	Cankarjeva cesta 18	3	0	1	0	0	1	1
11587062	Cankarjeva cesta	20	Cankarjeva cesta 20	1	0	0	0	0	0	0
11591612	Vrtna ulica	4	Vrtna ulica 4	0	0	1	1	0	0	1
11591639	Vrtna ulica	5	Vrtna ulica 5	5	0	1	1	0	1	1
11591647	Vrtna ulica	6	Vrtna ulica 6	3	0	1	1	0	1	1
11591655	Vrtna ulica	7	Vrtna ulica 7	1	0	1	1	0	1	1
11591663	Vrtna ulica	9	Vrtna ulica 9	2	0	1	1	0	1	1
11591671	Vrtna ulica	10	Vrtna ulica 10	3	0	0	0	0	1	1
11591680	Vrtna ulica	12	Vrtna ulica 12	5	0	1	1	0	0	1
11591698	Vrtna ulica	14	Vrtna ulica 14	4	0	1	1	0	1	1
11591701	Vrtna ulica	16	Vrtna ulica 16	1	0	1	1	0	0	1
11591710	Vrtna ulica	18	Vrtna ulica 18	2	0	1	1	0	1	1
11619860	Police	2	Police 2	2	0	0	0	1	1	1
11619878	Police	3	Police 3	0	0	0	0	0	0	0
11619886	Police	4	Police 4	3	0	0	0	1	1	1
11619908	Police	6	Police 6	2	0	1	0	1	1	1
11619916	Police	7	Police 7	5	0	1	0	1	1	1
11619924	Police	8	Police 8	5	0	1	0	1	1	1
11619932	Police	9	Police 9	6	1	1	0	1	1	1
